"","fileName","answer","guess1","guess2","guess3","guess4","guess5","confidence1","confidence2","confidence3","confidence4","confidence5"
"1","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0001.jpg'",0,"1",21,27,20," 13","0.4347",0.2253,0.1989,0.0427," 0.0300"
"2","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0008.jpg'",0,"25",11,27,3," 18","0.7201",0.252,0.0279,0," 0.0000"
"3","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0005.jpg'",0,"27",11,1,3," 25","0.7862",0.1878,0.0166,0.0041," 0.0025"
"4","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0004.jpg'",0,"27",11,4,3," 25","0.9323",0.0492,0.0059,0.0034," 0.0033"
"5","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0007.jpg'",0,"25",27,11,6," 3","0.9788",0.019,0.0022,0," 0.0000"
"6","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0003.jpg'",0,"1",27,21,20," 13","0.4255",0.2952,0.1434,0.041," 0.0348"
"7","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0009.jpg'",0,"27",21,1,13," 20","0.3261",0.2611,0.15,0.093," 0.0550"
"8","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0002.jpg'",0,"1",27,21,20," 13","0.4614",0.263,0.1522,0.0406," 0.0300"
"9","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0006.jpg'",0,"27",11,3,1," 25","0.8101",0.1666,0.0077,0.0075," 0.0039"
"10","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0011.jpg'",0,"11",27,20,25," 22","0.4246",0.2286,0.1424,0.0538," 0.0504"
"11","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0014.jpg'",0,"27",11,22,20," 2","0.8091",0.1371,0.0214,0.008," 0.0075"
"12","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0012.jpg'",0,"27",11,20,25," 22","0.3445",0.336,0.1288,0.0567," 0.0308"
"13","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0010.jpg'",0,"11",27,22,25," 20","0.6293",0.1997,0.0564,0.0339," 0.0283"
"14","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0016.jpg'",0,"27",22,11,3," 12","0.8255",0.0828,0.0663,0.0199," 0.0022"
"15","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0017.jpg'",0,"27",22,11,3," 25","0.9665",0.017,0.0159,3e-04," 0.0001"
"16","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0015.jpg'",0,"27",11,22,20," 2","0.6960",0.2138,0.0359,0.0149," 0.0122"
"17","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0013.jpg'",0,"27",11,22,24," 21","0.6661",0.2992,0.0133,0.0098," 0.0041"
"18","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0018.jpg'",0,"27",11,22,3," 25","0.9470",0.0357,0.0164,6e-04," 0.0001"
"19","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0021.jpg'",0,"27",22,11,3," 25","0.9578",0.0211,0.0202,5e-04," 0.0001"
"20","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0020.jpg'",0,"27",11,22,3," 25","0.9600",0.0226,0.0165,5e-04," 0.0001"
"21","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0023.jpg'",0,"17",27,18,3," 22","0.8542",0.1179,0.0159,0.0079," 0.0025"
"22","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0022.jpg'",0,"3",27,22,11," 17","0.8939",0.0559,0.0434,0.0059," 0.0003"
"23","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0019.jpg'",0,"22",27,3,11," 17","0.6831",0.1605,0.1192,0.0255," 0.0058"
"24","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0024.jpg'",0,"27",17,18,22," 11","0.8990",0.0552,0.0168,0.0098," 0.0095"
"25","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0025.jpg'",0,"27",22,3,11," 17","0.9142",0.0516,0.0252,0.0029," 0.0021"
"26","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0026.jpg'",0,"27",22,11,3," 25","0.7850",0.1692,0.037,0.0072," 0.0008"
"27","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0027.jpg'",0,"27",11,22,3," 25","0.9705",0.0221,0.0068,3e-04," 0.0001"
"28","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0028.jpg'",0,"21",27,20,13," 1","0.4030",0.3509,0.1073,0.0414," 0.0321"
"29","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0029.jpg'",0,"27",21,20,13," 2","0.4063",0.3901,0.0978,0.0248," 0.0213"
"30","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0033.jpg'",0,"21",20,27,13," 2","0.5386",0.2278,0.1239,0.0405," 0.0332"
"31","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0030.jpg'",0,"21",27,20,2," 13","0.4815",0.2571,0.1407,0.0258," 0.0252"
"32","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0031.jpg'",0,"27",22,20,21," 25","0.8277",0.0643,0.045,0.0439," 0.0065"
"33","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0034.jpg'",0,"25",11,20,21," 27","0.3474",0.2791,0.1446,0.1172," 0.0459"
"34","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0032.jpg'",0,"21",20,13,27," 2","0.4257",0.3217,0.0909,0.077," 0.0371"
"35","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0035.jpg'",0,"25",11,20,27," 13","0.4169",0.2223,0.1296,0.0673," 0.0647"
"36","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0037.jpg'",0,"27",11,22,3," 25","0.9549",0.0412,0.0034,3e-04," 0.0001"
"37","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0040.jpg'",0,"27",11,22,25," 3","0.9825",0.0144,0.0024,2e-04," 0.0001"
"38","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0036.jpg'",0,"25",11,20,27," 21","0.4627",0.1941,0.0983,0.0957," 0.0602"
"39","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0042.jpg'",0,"27",11,22,25," 3","0.9812",0.0154,0.0027,1e-04," 0.0001"
"40","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0041.jpg'",0,"27",11,22,25," 3","0.9715",0.0252,0.0023,2e-04," 0.0002"
"41","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0038.jpg'",0,"27",22,11,3," 25","0.9242",0.0505,0.0192,0.0035," 0.0010"
"42","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0039.jpg'",0,"27",11,22,3," 25","0.9817",0.0129,0.0049,3e-04," 0.0001"
"43","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0045.jpg'",0,"21",27,20,13," 2","0.5594",0.1413,0.1315,0.0795," 0.0294"
"44","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0048.jpg'",0,"27",11,22,3," 25","0.9834",0.0081,0.0079,4e-04," 0.0001"
"45","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0046.jpg'",0,"27",22,11,3," 25","0.9781",0.0137,0.0077,3e-04," 0.0001"
"46","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0043.jpg'",0,"25",11,13,22," 20","0.8353",0.0708,0.0587,0.0233," 0.0076"
"47","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0050.jpg'",0,"27",11,22,20," 2","0.7564",0.1152,0.0321,0.0297," 0.0139"
"48","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0044.jpg'",0,"21",20,13,27," 2","0.3925",0.3138,0.1696,0.0456," 0.0339"
"49","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0049.jpg'",0,"27",25,11,22," 21","0.9831",0.0103,0.0043,0.0012," 0.0003"
"50","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0047.jpg'",0,"27",11,22,3," 25","0.9873",0.0066,0.0053,5e-04," 0.0002"
"51","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0052.jpg'",0,"27",11,22,25," 3","0.9674",0.0266,0.0052,3e-04," 0.0002"
"52","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0054.jpg'",0,"27",11,22,3," 25","0.9603",0.0279,0.0107,4e-04," 0.0003"
"53","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0056.jpg'",0,"4",25,27,11," 22","0.7657",0.0925,0.0848,0.0318," 0.0068"
"54","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0053.jpg'",0,"27",22,11,3," 25","0.9636",0.0192,0.0162,4e-04," 0.0003"
"55","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0055.jpg'",0,"11",4,27,21," 25","0.7256",0.1565,0.09,0.0159," 0.0031"
"56","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0051.jpg'",0,"27",11,21,20," 25","0.6866",0.0901,0.0766,0.0556," 0.0234"
"57","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0057.jpg'",0,"25",11,27,20," 21","0.3487",0.1985,0.1356,0.1046," 0.0889"
"58","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0058.jpg'",0,"4",27,21,11," 25","0.9871",0.0056,0.004,0.0013," 0.0010"
"59","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0059.jpg'",0,"1",4,11,25," 20","0.9145",0.0839,7e-04,5e-04," 0.0001"
"60","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0061.jpg'",0,"27",11,22,3," 25","0.9929",0.0046,0.0024,1e-04," 0.0000"
"61","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0062.jpg'",0,"27",11,22,3," 25","0.9908",0.0047,0.0042,1e-04," 0.0000"
"62","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0063.jpg'",0,"27",22,11,3," 25","0.9937",0.004,0.0021,1e-04," 0.0000"
"63","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0060.jpg'",0,"4",27,25,11," 18","0.9011",0.0784,0.0151,0.0035," 0.0013"
"64","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0066.jpg'",0,"27",22,11,3," 25","0.9830",0.0088,0.008,1e-04," 0.0000"
"65","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0065.jpg'",0,"27",22,11,3," 25","0.9896",0.0069,0.0034,1e-04," 0.0000"
"66","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0064.jpg'",0,"1",4,11,17," 25","0.8264",0.087,0.0419,0.0309," 0.0039"
"67","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0072.jpg'",0,"27",11,22,3," 24","0.9830",0.0112,0.0053,2e-04," 0.0001"
"68","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0068.jpg'",0,"25",27,13,22," 11","0.3800",0.3438,0.1126,0.0686," 0.0348"
"69","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0071.jpg'",0,"27",11,22,3," 24","0.9791",0.0153,0.0051,2e-04," 0.0000"
"70","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0067.jpg'",0,"25",27,11,18," 4","0.8323",0.1052,0.0545,0.006," 0.0009"
"71","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0070.jpg'",0,"27",11,22,3," 1","0.9714",0.0239,0.0039,2e-04," 0.0001"
"72","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0073.jpg'",0,"11",4,1,25," 17","0.6529",0.3411,0.0059,0," 0.0000"
"73","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0074.jpg'",0,"11",4,1,27," 17","0.9201",0.0372,0.0269,0.0027," 0.0027"
"74","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0069.jpg'",0,"27",25,11,13," 22","0.6036",0.2045,0.0562,0.0468," 0.0299"
"75","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0076.jpg'",0,"27",3,22,11," 17","0.9409",0.0385,0.0089,0.0053," 0.0031"
"76","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0078.jpg'",0,"27",22,11,3," 25","0.9817",0.0106,0.0073,2e-04," 0.0000"
"77","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0077.jpg'",0,"27",22,11,3," 25","0.9846",0.0096,0.0055,1e-04," 0.0000"
"78","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0079.jpg'",0,"11",27,3,22," 4","0.5960",0.3922,0.0035,0.0033," 0.0016"
"79","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0081.jpg'",0,"11",27,4,17," 25","0.8279",0.1505,0.0147,0.0034," 0.0008"
"80","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0075.jpg'",0,"27",22,11,3," 1","0.9870",0.0063,0.0061,3e-04," 0.0001"
"81","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0082.jpg'",0,"20",27,1,13," 11","0.2061",0.1735,0.1722,0.1053," 0.0923"
"82","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0080.jpg'",0,"4",11,17,24," 20","0.5477",0.3759,0.0094,0.0093," 0.0078"
"83","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0083.jpg'",0,"1",20,11,27," 13","0.2230",0.206,0.1958,0.0794," 0.0742"
"84","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0086.jpg'",0,"11",4,12,3," 22","0.9773",0.0199,9e-04,9e-04," 0.0003"
"85","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0085.jpg'",0,"27",11,3,22," 4","0.5683",0.252,0.0688,0.0567," 0.0187"
"86","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0088.jpg'",0,"11",4,27,1," 17","0.4580",0.2647,0.2288,0.0151," 0.0133"
"87","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0087.jpg'",0,"27",4,11,22," 25","0.8566",0.1,0.0362,0.0044," 0.0010"
"88","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0090.jpg'",0,"22",27,11,1," 4","0.7033",0.2618,0.0233,0.004," 0.0038"
"89","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0084.jpg'",0,"1",20,11,13," 27","0.2623",0.2245,0.1545,0.091," 0.0846"
"90","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0089.jpg'",0,"11",4,27,20," 1","0.9667",0.0147,0.013,0.0025," 0.0012"
"91","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0094.jpg'",0,"11",27,4,1," 12","0.7423",0.2425,0.0059,0.0049," 0.0015"
"92","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0092.jpg'",0,"27",20,11,1," 13","0.2177",0.1973,0.1823,0.136," 0.1016"
"93","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0093.jpg'",0,"20",1,27,11," 21","0.2035",0.1669,0.1571,0.1485," 0.1400"
"94","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0091.jpg'",0,"27",13,20,1," 11","0.3123",0.2032,0.1391,0.1022," 0.0671"
"95","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0095.jpg'",0,"27",11,22,4," 24","0.5927",0.2218,0.1252,0.0306," 0.0097"
"96","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0096.jpg'",0,"27",11,22,3," 25","0.9916",0.0049,0.003,2e-04," 0.0001"
"97","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0098.jpg'",0,"11",4,27,3," 12","0.7328",0.2008,0.0561,0.0055," 0.0024"
"98","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0097.jpg'",0,"11",27,4,1," 3","0.7813",0.1086,0.0745,0.0172," 0.0078"
"99","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0102.jpg'",0,"27",22,11,3," 9","0.9823",0.0159,0.0014,2e-04," 0.0000"
"100","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0101.jpg'",0,"27",22,11,3," 24","0.9836",0.0132,0.0027,2e-04," 0.0001"
"101","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0104.jpg'",0,"27",22,11,3," 24","0.9809",0.0168,0.0019,2e-04," 0.0000"
"102","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0103.jpg'",0,"17",3,18,12," 13","0.3749",0.3237,0.0822,0.0548," 0.0511"
"103","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0099.jpg'",0,"27",11,3,4," 25","0.7849",0.2061,0.003,0.0021," 0.0008"
"104","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0106.jpg'",0,"27",22,11,3," 12","0.9948",0.0038,4e-04,3e-04," 0.0002"
"105","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0105.jpg'",0,"27",22,11,3," 24","0.9816",0.0158,0.0023,1e-04," 0.0000"
"106","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0100.jpg'",0,"27",22,11,3," 24","0.9876",0.0084,0.0036,2e-04," 0.0001"
"107","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0107.jpg'",0,"27",11,22,3," 24","0.9822",0.0083,0.0064,0.0011," 0.0010"
"108","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0112.jpg'",0,"27",13,20,1," 24","0.6179",0.1766,0.0988,0.0419," 0.0204"
"109","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0109.jpg'",0,"20",27,11,24," 21","0.3822",0.3175,0.0837,0.056," 0.0403"
"110","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0111.jpg'",0,"27",20,21,1," 24","0.4941",0.1781,0.1085,0.091," 0.0476"
"111","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0110.jpg'",0,"27",21,1,24," 20","0.6352",0.1421,0.0634,0.0622," 0.0561"
"112","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0113.jpg'",0,"27",21,24,1," 20","0.5150",0.1625,0.1308,0.1035," 0.0423"
"113","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0108.jpg'",0,"27",11,22,24," 3","0.9798",0.0129,0.0046,0.0012," 0.0008"
"114","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0115.jpg'",0,"27",22,11,3," 24","0.9812",0.0168,0.0013,2e-04," 0.0002"
"115","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0114.jpg'",0,"27",21,24,1," 20","0.4347",0.2089,0.1695,0.0837," 0.0474"
"116","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0116.jpg'",0,"27",20,22,4," 23","0.4083",0.1235,0.1133,0.0974," 0.0498"
"117","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0120.jpg'",0,"21",27,20,24," 13","0.3522",0.245,0.1643,0.1507," 0.0244"
"118","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0117.jpg'",0,"27",22,11,3," 24","0.9818",0.0155,0.0015,4e-04," 0.0003"
"119","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0122.jpg'",0,"11",27,26,4," 25","0.7063",0.2407,0.0224,0.017," 0.0093"
"120","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0121.jpg'",0,"11",27,21,1," 26","0.5676",0.3011,0.0719,0.0167," 0.0157"
"121","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0119.jpg'",0,"21",27,24,20," 1","0.4244",0.3243,0.1062,0.0744," 0.0172"
"122","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0118.jpg'",0,"27",20,13,24," 21","0.5185",0.238,0.0847,0.0566," 0.0432"
"123","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0124.jpg'",0,"4",27,11,21," 20","0.4415",0.4214,0.0446,0.0346," 0.0188"
"124","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0123.jpg'",0,"27",11,18,26," 25","0.7204",0.2322,0.0214,0.0151," 0.0047"
"125","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0125.jpg'",0,"27",11,21,24," 22","0.7801",0.0578,0.0536,0.0522," 0.0263"
"126","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0127.jpg'",0,"4",11,17,20," 18","0.9950",0.0045,3e-04,1e-04," 0.0001"
"127","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0132.jpg'",0,"27",20,21,2," 24","0.4980",0.1395,0.1241,0.0711," 0.0505"
"128","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0130.jpg'",0,"27",20,2,21," 24","0.4110",0.268,0.0908,0.0726," 0.0465"
"129","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0131.jpg'",0,"27",20,13,25," 1","0.7828",0.0782,0.0635,0.0245," 0.0191"
"130","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0126.jpg'",0,"27",11,24,21," 22","0.6272",0.111,0.1055,0.0804," 0.0399"
"131","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0129.jpg'",0,"1",11,27,20," 24","0.4627",0.2765,0.1115,0.04," 0.0324"
"132","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0128.jpg'",0,"4",11,27,18," 25","0.8194",0.1368,0.0318,0.0042," 0.0022"
"133","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0136.jpg'",0,"27",18,4,25," 6","0.7146",0.1974,0.0449,0.0235," 0.0077"
"134","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0137.jpg'",0,"27",18,22,4," 25","0.7912",0.0984,0.0489,0.0189," 0.0139"
"135","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0134.jpg'",0,"21",27,20,25," 13","0.4445",0.4048,0.0384,0.027," 0.0260"
"136","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0139.jpg'",0,"27",3,22,21," 12","0.9985",3e-04,3e-04,1e-04," 0.0001"
"137","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0133.jpg'",0,"21",27,20,22," 13","0.2560",0.2518,0.1634,0.1155," 0.0931"
"138","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0138.jpg'",0,"27",18,22,21," 4","0.7660",0.0722,0.0505,0.0301," 0.0280"
"139","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0135.jpg'",0,"27",21,25,13," 22","0.4873",0.3906,0.028,0.0236," 0.0234"
"140","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0143.jpg'",0,"22",8,18,25," 27","0.7382",0.1602,0.0771,0.0084," 0.0052"
"141","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0141.jpg'",0,"27",3,22,9," 21","0.9981",5e-04,4e-04,2e-04," 0.0001"
"142","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0140.jpg'",0,"27",22,3,9," 21","0.9987",3e-04,2e-04,1e-04," 0.0001"
"143","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0142.jpg'",0,"8",27,17,25," 4","0.2861",0.177,0.1472,0.1023," 0.0900"
"144","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0145.jpg'",0,"22",18,11,25," 8","0.8669",0.0394,0.0218,0.0175," 0.0164"
"145","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0148.jpg'",0,"22",25,11,8," 6","0.9401",0.0199,0.0154,0.011," 0.0025"
"146","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0144.jpg'",0,"22",8,27,6," 1","0.8492",0.0595,0.0207,0.0203," 0.0152"
"147","b'D:/Users/agre6595/Camera_trap_machine_learning/desert_eg/images\\CPR252015-04_0147.jpg'",0,"22",1,25,21," 27","0.9878",0.0034,0.0021,0.0017," 0.0013"
